model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
72,3,18100,0,-0.317171195534895,0,0.36372171414358806,-0.356973788852328,-0.5265055715163071
56,3,11400,0,0.23222327635624088,0,-1.9083378447350219,0.610475567790861,-1.1622886235686134
69,6,11600,0,0.8673694391284807,1,-1.594950319372455,0.610475567790861,0.4271690065621527
72,3,17300,1,0.9375421578966302,1,0.36372171414358806,0.37641523957073453,0.4271690065621527
9,3,16400,0,0.9494845399774542,1,-1.4382565566911716,0.3035964707911397,0.4271690065621527
37,6,17100,0,1.2537010098258106,0,1.7739655782751391,-0.9291212578348593,0.4271690065621527
69,6,11498,2,0.7391908645391866,0,0.05033418878102119,-0.26855099819139155,0.10927748053599953
45,6,11698,0,1.8684194137755885,1,0.5987623581655133,-0.31016172320830276,0.4271690065621527
37,6,18998,2,1.0463255856478946,0,2.165699984978348,-1.027946729750024,0.4271690065621527
37,3,25498,2,0.16187097289514668,0,0.36372171414358806,-0.762678357767214,0.4271690065621527
72,7,10498,0,0.3064815468888828,0,0.36372171414358806,-0.31016172320830276,0.10927748053599953
72,7,9498,1,0.7932458571155474,0,0.36372171414358806,-0.4401952388861508,0.4271690065621527
9,5,19998,2,1.4264614844386314,1,0.5987623581655133,-0.26855099819139155,2.0166266366929184
9,5,16798,2,1.8628522882943022,1,0.05033418878102119,0.3035964707911397,0.4271690065621527
9,3,23998,2,1.7527668715191884,1,0.36372171414358806,-0.5182153482928596,2.0166266366929184
37,3,36998,2,0.4340764712261066,0,0.36372171414358806,-1.1215708610380746,2.0166266366929184
20,6,13998,2,1.2476400264389262,1,0.5987623581655133,-0.31016172320830276,2.0166266366929184
72,5,15995,0,0.6485005946021027,1,0.36372171414358806,-0.00848396683569553,0.4271690065621527
56,3,13495,0,0.4584550932933524,0,0.4420685954842298,-0.00848396683569553,-0.5265055715163071
37,3,30985,2,-0.30711445272999066,0,0.36372171414358806,-0.7886850609027837,0.4271690065621527
67,1,29485,1,-0.9581987570010745,0,0.36372171414358806,-0.762678357767214,0.4271690065621527
9,5,16985,0,0.462585541231081,1,-1.4382565566911716,0.3035964707911397,0.4271690065621527
37,3,26485,2,-0.28475615845837293,1,0.4420685954842298,0.048730780062557676,0.4271690065621527
45,2,23985,2,-0.32583615696947776,0,0.4420685954842298,-0.3985845138692396,-0.5265055715163071
56,3,12485,0,1.069581803384236,1,-1.594950319372455,0.8757439397736714,-0.20861404549015358
37,5,22485,2,0.6320685951976609,1,1.3038842902312888,-0.4401952388861508,0.4271690065621527
20,5,16498,0,1.0009355545061165,1,-1.4382565566911716,0.3035964707911397,0.4271690065621527
69,4,11998,0,0.005632290033239925,1,-1.9083378447350219,0.9745694116888354,-0.20861404549015358
37,3,24985,1,0.2245011345596179,1,1.225537408890647,-0.4401952388861508,0.4271690065621527
69,1,17985,0,-0.7135595090371291,1,0.36372171414358806,-0.21653759192025235,-0.20861404549015358
20,3,20485,0,0.4640671149478749,1,-1.4382565566911716,0.5272541177570386,0.4271690065621527
69,2,16985,2,-0.021664583294357574,0,0.36372171414358806,0.2359790426386589,-1.1622886235686134
72,2,30985,1,-0.14966357319070703,0,0.36372171414358806,-1.027946729750024,2.0166266366929184
9,1,29985,1,-1.00843757485236,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
9,1,27985,2,-1.061998709523123,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
9,1,30985,1,-1.0092457059706113,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
58,0,62985,2,-1.092438314977253,1,0.36372171414358806,-1.1631815860549857,2.0166266366929184
35,4,44985,2,1.1092700205250192,0,3.18420944240669,-1.360832529885315,3.606084266823684
72,1,28985,2,-1.0469135953157662,0,0.36372171414358806,-0.8771078515637201,0.4271690065621527
72,1,24985,2,-1.072773791099806,0,0.36372171414358806,-0.8198931046654673,0.4271690065621527
72,1,26985,2,-1.071516698249193,0,0.36372171414358806,-0.8511011484281504,0.4271690065621527
70,1,39985,1,-0.859382279708242,1,0.36372171414358806,-0.8771078515637201,2.0166266366929184
69,1,21985,2,-1.0018378373866414,0,0.36372171414358806,-0.6950609296147329,-0.36755980850323033
9,1,45485,1,-0.947378779251155,1,0.36372171414358806,-0.8511011484281504,2.0166266366929184
37,1,33985,1,-1.0769491352107707,1,0.36372171414358806,-0.8511011484281504,0.4271690065621527
20,1,28985,1,-1.0920791455913634,0,0.36372171414358806,-0.8198931046654673,0.4271690065621527
69,1,29985,1,-0.9527214238662605,0,0.36372171414358806,-0.7314703140045304,-0.36755980850323033
43,1,28985,0,-1.0558928299630024,0,0.36372171414358806,-0.762678357767214,-0.36755980850323033
9,1,31985,2,-0.9666841337427124,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
9,1,31985,2,-1.091675080032238,1,0.36372171414358806,-0.26855099819139155,0.4271690065621527
72,1,29485,2,-0.9018989557629046,0,0.36372171414358806,-0.9031145546992897,0.4271690065621527
56,1,17985,2,-0.9917810945817371,0,0.36372171414358806,-0.356973788852328,-1.1622886235686134
43,1,20985,1,-0.9392525718954065,1,0.36372171414358806,-0.3985845138692396,-0.20861404549015358
43,1,23685,1,-1.0912261182998761,1,0.36372171414358806,-0.3985845138692396,-0.20861404549015358
72,1,27985,2,-0.7651901082587362,0,0.36372171414358806,-0.9031145546992897,0.4271690065621527
43,1,27985,2,-1.029404087753656,0,0.36372171414358806,-0.762678357767214,-0.36755980850323033
37,1,36985,1,-0.8623454271418299,1,0.36372171414358806,-0.9031145546992897,0.4271690065621527
37,1,37985,1,-0.8224327291348659,1,0.36372171414358806,-0.9031145546992897,0.4271690065621527
37,0,37985,2,-1.092438314977253,0,0.36372171414358806,-1.220396332953239,0.4271690065621527
58,1,49985,1,-1.092438314977253,1,0.36372171414358806,-1.1631815860549857,2.0166266366929184
58,1,59995,1,-1.092438314977253,1,0.36372171414358806,-1.1631815860549857,2.0166266366929184
37,0,47895,2,-1.092438314977253,0,0.36372171414358806,-1.293215101732834,0.4271690065621527
72,0,31985,2,-1.092438314977253,0,0.36372171414358806,-0.6950609296147329,0.4271690065621527
58,5,29985,1,1.0444399463719751,1,1.225537408890647,-0.3985845138692396,2.0166266366929184
56,5,12485,2,0.1024733357036804,0,-1.4382565566911716,0.10594552696081087,-0.5265055715163071
20,2,24985,1,-0.8652187822289454,0,0.36372171414358806,-0.26855099819139155,0.4271690065621527
20,5,21985,2,0.16469943180902602,0,2.165699984978348,-1.0747587953940494,2.0166266366929184
45,1,34985,1,-1.092438314977253,1,0.36372171414358806,-0.4401952388861508,0.4271690065621527
20,1,29985,1,-1.092438314977253,1,0.36372171414358806,-0.21653759192025235,0.4271690065621527
45,1,34485,1,-1.092438314977253,1,0.36372171414358806,-0.4401952388861508,0.4271690065621527
56,1,19685,0,-1.092438314977253,0,0.36372171414358806,-0.31016172320830276,-1.1622886235686134
72,1,34985,1,-1.092438314977253,1,0.36372171414358806,-0.11771212000508793,0.4271690065621527
70,1,43885,2,-1.092438314977253,1,0.36372171414358806,-0.9031145546992897,2.0166266366929184
9,1,35895,1,-1.0030949302372545,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
43,1,26985,1,-1.092438314977253,0,0.36372171414358806,-0.627443501462252,-0.36755980850323033
9,1,46985,1,-0.9353017086506226,1,0.36372171414358806,-1.007141367241568,2.0166266366929184
69,1,23985,1,-1.092438314977253,0,0.36372171414358806,-0.5598260733097712,-0.36755980850323033
20,1,28985,1,-1.092438314977253,0,0.36372171414358806,-0.8198931046654673,0.4271690065621527
20,1,27985,1,-1.0475421417410729,0,0.36372171414358806,-0.8198931046654673,0.4271690065621527
9,1,28985,2,-1.0704391900915247,1,0.36372171414358806,-0.3985845138692396,0.4271690065621527
72,1,29985,1,-1.092438314977253,0,0.36372171414358806,-0.6638528858520496,0.4271690065621527
69,1,21995,0,-1.092438314977253,1,0.36372171414358806,-0.06569871373394873,-0.20861404549015358
20,1,31985,1,-1.092438314977253,0,0.36372171414358806,-0.8198931046654673,0.4271690065621527
20,1,32485,1,-1.092438314977253,1,0.36372171414358806,-0.21653759192025235,0.4271690065621527
69,1,21285,0,-1.092438314977253,1,0.36372171414358806,-0.21653759192025235,-0.20861404549015358
58,1,56985,1,-1.0250940551229828,1,0.36372171414358806,-1.1631815860549857,2.0166266366929184
61,1,43785,2,-1.092438314977253,0,0.36372171414358806,-1.3244231454955173,1.2218978216275356
72,4,18498,2,0.2470390135241803,0,0.5987623581655133,-0.5182153482928596,0.4271690065621527
69,6,14995,2,0.13524754216609186,0,0.5987623581655133,-0.6638528858520496,0.10927748053599953
72,4,17998,0,-0.15523069867199338,1,-1.4382565566911716,0.4492340083503297,0.4271690065621527
69,6,10985,1,-0.6199509878396936,0,-1.4382565566911716,0.048730780062557676,-0.8443970975424602
69,4,12995,0,0.06969912924126892,1,-1.594950319372455,0.7821198084856202,0.4271690065621527
56,4,11495,0,0.38271524904391657,0,-1.9083378447350219,0.610475567790861,-1.1622886235686134
37,5,18295,2,0.8283546645862402,1,1.3038842902312888,-0.4401952388861508,0.4271690065621527
9,5,18998,2,1.1087761626194212,1,0.5987623581655133,-0.26855099819139155,2.0166266366929184
43,3,18485,0,-0.08267848272232634,1,0.36372171414358806,0.4492340083503297,-0.20861404549015358
49,3,38985,1,-1.029134710714239,1,0.36372171414358806,-0.26855099819139155,2.0166266366929184
20,1,29485,1,-1.092438314977253,0,0.36372171414358806,-0.7886850609027837,0.4271690065621527
20,3,22998,2,0.11657073409984095,1,0.36372171414358806,0.37641523957073453,0.4271690065621527
49,6,18998,2,0.019909273122345195,1,1.3038842902312888,-0.3985845138692396,2.0166266366929184
72,3,17698,0,-0.2505901706256399,0,0.36372171414358806,-0.21653759192025235,-0.5265055715163071
20,1,27995,1,-1.092438314977253,0,0.36372171414358806,-0.7886850609027837,0.4271690065621527
45,1,31985,0,-1.092438314977253,1,0.36372171414358806,-0.6638528858520496,0.4271690065621527
72,1,30995,1,-1.092438314977253,0,0.36372171414358806,-0.8771078515637201,0.4271690065621527
69,3,18998,2,-0.09192709440897943,0,-1.4382565566911716,0.048730780062557676,-0.5265055715163071
43,3,16995,0,-0.2817032186783127,0,0.36372171414358806,-0.16972552627622714,-0.5265055715163071
69,2,19995,0,0.02951705419488774,0,0.4420685954842298,-0.6950609296147329,-0.36755980850323033
43,3,14495,0,-0.05834475682831672,0,0.4420685954842298,-0.00848396683569553,-1.1622886235686134
20,6,12998,2,2.5393029304438275,1,0.05033418878102119,0.2359790426386589,0.4271690065621527
72,1,32485,1,-1.092438314977253,1,0.36372171414358806,-0.26855099819139155,0.4271690065621527
56,1,20485,0,-1.092438314977253,0,0.36372171414358806,-0.356973788852328,-1.1622886235686134
45,1,34485,1,-1.092438314977253,1,0.36372171414358806,-0.4401952388861508,0.4271690065621527
45,4,18698,0,0.0956940135450172,1,0.36372171414358806,-0.16972552627622714,0.4271690065621527
37,7,15998,2,1.8459264309842622,1,1.7739655782751391,-0.5962354576995684,2.0166266366929184
67,2,16498,0,0.44121496277065925,0,0.4420685954842298,-0.4401952388861508,0.10927748053599953
37,1,31998,2,-1.0883976593859968,0,0.36372171414358806,-1.1631815860549857,0.4271690065621527
45,1,35985,1,-1.0637047641060977,1,0.36372171414358806,-0.4401952388861508,0.4271690065621527
37,1,37985,1,-1.092438314977253,1,0.36372171414358806,-0.9031145546992897,0.4271690065621527
37,1,31998,2,-1.092438314977253,0,0.36372171414358806,-1.1631815860549857,0.4271690065621527
72,1,18998,0,-0.9614312814740794,0,0.36372171414358806,-0.7314703140045304,0.4271690065621527
45,2,19485,0,-0.7715653648582738,0,0.36372171414358806,-0.21653759192025235,-0.5265055715163071
45,4,19995,2,0.3258317975536764,1,0.5987623581655133,-0.26855099819139155,0.4271690065621527
58,4,47995,2,0.9992743960963779,1,2.7924750357034815,-0.8511011484281504,3.606084266823684
69,1,23485,0,-1.092438314977253,1,0.36372171414358806,0.048730780062557676,0.4271690065621527
20,2,23998,2,-0.4608389498906713,0,0.36372171414358806,-0.5182153482928596,0.4271690065621527
20,5,17998,0,-0.49522941858958525,1,0.05033418878102119,0.10594552696081087,0.4271690065621527
